Unnamed: 0,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
3793,Brazil,Soybeans,2002,25739,1761.0,145552.0,26.01
3794,Brazil,Soybeans,2002,25739,1761.0,145552.0,25.18
3795,Brazil,Soybeans,2002,25739,1761.0,145552.0,25.56
3884,Brazil,Soybeans,2004,23005,1761.0,214725.0,21.59
3885,Brazil,Soybeans,2004,23005,1761.0,214725.0,20.05
3886,Brazil,Soybeans,2004,23005,1761.0,214725.0,17.88
3887,Brazil,Soybeans,2004,23005,1761.0,214725.0,17.88
3888,Brazil,Soybeans,2004,23005,1761.0,214725.0,27.72
3889,Brazil,Soybeans,2004,23005,1761.0,214725.0,20.05
3890,Brazil,Soybeans,2004,23005,1761.0,214725.0,27.24
3891,Brazil,Soybeans,2004,23005,1761.0,214725.0,18.75
3892,Brazil,Soybeans,2004,23005,1761.0,214725.0,25.94
3893,Brazil,Soybeans,2004,23005,1761.0,214725.0,24.24
3894,Brazil,Soybeans,2004,23005,1761.0,214725.0,25.37
3983,Brazil,Soybeans,2005,22303,1761.0,232232.0,22.05
3984,Brazil,Soybeans,2005,22303,1761.0,232232.0,20.78
3985,Brazil,Soybeans,2005,22303,1761.0,232232.0,18.53
3986,Brazil,Soybeans,2005,22303,1761.0,232232.0,18.53
3987,Brazil,Soybeans,2005,22303,1761.0,232232.0,28.17
3988,Brazil,Soybeans,2005,22303,1761.0,232232.0,20.78
3989,Brazil,Soybeans,2005,22303,1761.0,232232.0,27.6
3990,Brazil,Soybeans,2005,22303,1761.0,232232.0,19.42
3991,Brazil,Soybeans,2005,22303,1761.0,232232.0,26.27
3992,Brazil,Soybeans,2005,22303,1761.0,232232.0,24.79
3993,Brazil,Soybeans,2005,22303,1761.0,232232.0,25.7
4082,Brazil,Soybeans,2006,23796,1761.0,238716.0,21.82
4083,Brazil,Soybeans,2006,23796,1761.0,238716.0,20.6
4084,Brazil,Soybeans,2006,23796,1761.0,238716.0,18.47
4085,Brazil,Soybeans,2006,23796,1761.0,238716.0,18.47
4086,Brazil,Soybeans,2006,23796,1761.0,238716.0,27.76
4087,Brazil,Soybeans,2006,23796,1761.0,238716.0,20.6
4088,Brazil,Soybeans,2006,23796,1761.0,238716.0,27.34
4089,Brazil,Soybeans,2006,23796,1761.0,238716.0,19.35
4090,Brazil,Soybeans,2006,23796,1761.0,238716.0,26.26
4091,Brazil,Soybeans,2006,23796,1761.0,238716.0,24.57
4092,Brazil,Soybeans,2006,23796,1761.0,238716.0,25.41
4181,Brazil,Soybeans,2007,28133,1761.0,304031.0,22.19
4182,Brazil,Soybeans,2007,28133,1761.0,304031.0,20.93
4183,Brazil,Soybeans,2007,28133,1761.0,304031.0,18.66
4184,Brazil,Soybeans,2007,28133,1761.0,304031.0,18.66
4185,Brazil,Soybeans,2007,28133,1761.0,304031.0,27.92
4186,Brazil,Soybeans,2007,28133,1761.0,304031.0,20.93
4187,Brazil,Soybeans,2007,28133,1761.0,304031.0,27.32
4188,Brazil,Soybeans,2007,28133,1761.0,304031.0,19.05
4189,Brazil,Soybeans,2007,28133,1761.0,304031.0,25.95
4190,Brazil,Soybeans,2007,28133,1761.0,304031.0,24.78
4191,Brazil,Soybeans,2007,28133,1761.0,304031.0,25.44
4280,Brazil,Soybeans,2008,28162,1761.0,312637.0,21.86
4281,Brazil,Soybeans,2008,28162,1761.0,312637.0,20.22
4282,Brazil,Soybeans,2008,28162,1761.0,312637.0,17.88
4283,Brazil,Soybeans,2008,28162,1761.0,312637.0,17.88
4284,Brazil,Soybeans,2008,28162,1761.0,312637.0,27.54
4285,Brazil,Soybeans,2008,28162,1761.0,312637.0,20.22
4286,Brazil,Soybeans,2008,28162,1761.0,312637.0,26.94
4287,Brazil,Soybeans,2008,28162,1761.0,312637.0,18.8
4288,Brazil,Soybeans,2008,28162,1761.0,312637.0,25.96
4289,Brazil,Soybeans,2008,28162,1761.0,312637.0,24.26
4290,Brazil,Soybeans,2008,28162,1761.0,312637.0,25.54
4379,Brazil,Soybeans,2009,26365,1761.0,335742.0,22.25
4380,Brazil,Soybeans,2009,26365,1761.0,335742.0,20.78
4381,Brazil,Soybeans,2009,26365,1761.0,335742.0,18.38
4382,Brazil,Soybeans,2009,26365,1761.0,335742.0,18.38
4383,Brazil,Soybeans,2009,26365,1761.0,335742.0,27.39
4384,Brazil,Soybeans,2009,26365,1761.0,335742.0,20.78
4385,Brazil,Soybeans,2009,26365,1761.0,335742.0,27.39
4386,Brazil,Soybeans,2009,26365,1761.0,335742.0,18.84
4387,Brazil,Soybeans,2009,26365,1761.0,335742.0,26.3
4388,Brazil,Soybeans,2009,26365,1761.0,335742.0,24.98
4389,Brazil,Soybeans,2009,26365,1761.0,335742.0,26.0
4478,Brazil,Soybeans,2010,29475,1761.0,342580.0,22.12
4479,Brazil,Soybeans,2010,29475,1761.0,342580.0,20.72
4480,Brazil,Soybeans,2010,29475,1761.0,342580.0,18.18
4481,Brazil,Soybeans,2010,29475,1761.0,342580.0,18.18
4482,Brazil,Soybeans,2010,29475,1761.0,342580.0,28.18
4483,Brazil,Soybeans,2010,29475,1761.0,342580.0,20.72
4484,Brazil,Soybeans,2010,29475,1761.0,342580.0,27.56
4485,Brazil,Soybeans,2010,29475,1761.0,342580.0,19.01
4486,Brazil,Soybeans,2010,29475,1761.0,342580.0,26.3
4487,Brazil,Soybeans,2010,29475,1761.0,342580.0,24.95
4488,Brazil,Soybeans,2010,29475,1761.0,342580.0,25.78
4577,Brazil,Soybeans,2011,31214,1761.0,345026.0,21.74
4578,Brazil,Soybeans,2011,31214,1761.0,345026.0,20.33
4579,Brazil,Soybeans,2011,31214,1761.0,345026.0,18.01
4580,Brazil,Soybeans,2011,31214,1761.0,345026.0,18.01
4581,Brazil,Soybeans,2011,31214,1761.0,345026.0,27.36
4582,Brazil,Soybeans,2011,31214,1761.0,345026.0,20.33
4583,Brazil,Soybeans,2011,31214,1761.0,345026.0,27.29
4584,Brazil,Soybeans,2011,31214,1761.0,345026.0,18.82
4585,Brazil,Soybeans,2011,31214,1761.0,345026.0,25.89
4586,Brazil,Soybeans,2011,31214,1761.0,345026.0,24.32
4587,Brazil,Soybeans,2011,31214,1761.0,345026.0,25.28
4676,Brazil,Soybeans,2012,26366,1761.0,346583.0,22.16
4677,Brazil,Soybeans,2012,26366,1761.0,346583.0,21.02
4678,Brazil,Soybeans,2012,26366,1761.0,346583.0,18.8
4679,Brazil,Soybeans,2012,26366,1761.0,346583.0,18.8
4680,Brazil,Soybeans,2012,26366,1761.0,346583.0,28.21
4681,Brazil,Soybeans,2012,26366,1761.0,346583.0,21.02
4682,Brazil,Soybeans,2012,26366,1761.0,346583.0,27.34
4683,Brazil,Soybeans,2012,26366,1761.0,346583.0,19.72
4684,Brazil,Soybeans,2012,26366,1761.0,346583.0,26.13
4685,Brazil,Soybeans,2012,26366,1761.0,346583.0,24.84
4686,Brazil,Soybeans,2012,26366,1761.0,346583.0,25.65
4775,Brazil,Soybeans,2013,29285,1761.0,367778.0,21.59
4776,Brazil,Soybeans,2013,29285,1761.0,367778.0,20.07
4777,Brazil,Soybeans,2013,29285,1761.0,367778.0,17.57
4778,Brazil,Soybeans,2013,29285,1761.0,367778.0,17.57
4779,Brazil,Soybeans,2013,29285,1761.0,367778.0,27.71
4780,Brazil,Soybeans,2013,29285,1761.0,367778.0,20.07
4781,Brazil,Soybeans,2013,29285,1761.0,367778.0,27.11
4782,Brazil,Soybeans,2013,29285,1761.0,367778.0,17.84
4783,Brazil,Soybeans,2013,29285,1761.0,367778.0,26.4
4784,Brazil,Soybeans,2013,29285,1761.0,367778.0,25.19
4785,Brazil,Soybeans,2013,29285,1761.0,367778.0,26.14
4823,Bulgaria,Soybeans,1990,8830,608.0,3906.0,9.51
4829,Bulgaria,Soybeans,1991,18800,608.0,3906.0,8.14
4835,Bulgaria,Soybeans,1992,8070,608.0,3906.0,9.07
4841,Bulgaria,Soybeans,1993,6742,608.0,3777.25,9.0
4847,Bulgaria,Soybeans,1994,9402,608.0,3648.5,10.23
4853,Bulgaria,Soybeans,1995,9043,608.0,3519.75,8.69
4859,Bulgaria,Soybeans,1996,5742,608.0,3391.0,8.44
4865,Bulgaria,Soybeans,1997,9750,608.0,3262.25,8.26
4871,Bulgaria,Soybeans,1998,5379,608.0,3133.5,9.16
4877,Bulgaria,Soybeans,1999,8333,608.0,3004.75,9.67
4883,Bulgaria,Soybeans,2000,6667,608.0,2876.0,9.9
4889,Bulgaria,Soybeans,2001,10000,608.0,2747.25,9.55
4895,Bulgaria,Soybeans,2002,14299,608.0,2618.5,9.6
4901,Bulgaria,Soybeans,2004,18768,608.0,2361.0,9.18
4907,Bulgaria,Soybeans,2005,22239,608.0,2232.25,8.58
4913,Bulgaria,Soybeans,2006,15568,608.0,2103.5,9.08
4919,Bulgaria,Soybeans,2007,6018,608.0,1974.75,10.23
4925,Bulgaria,Soybeans,2008,13358,608.0,1846.0,9.9
4931,Bulgaria,Soybeans,2009,9662,608.0,1717.25,9.74
4937,Bulgaria,Soybeans,2010,22717,608.0,1588.5,9.65
4943,Bulgaria,Soybeans,2011,11565,608.0,1459.75,9.17
4949,Bulgaria,Soybeans,2012,7903,608.0,1331.0,9.99
4955,Bulgaria,Soybeans,2013,17976,608.0,1197.0,11.26
4962,Burkina Faso,Soybeans,1990,4667,748.0,29.1,28.77
4970,Burkina Faso,Soybeans,1991,5000,748.0,29.1,28.4
4978,Burkina Faso,Soybeans,1992,5882,748.0,29.1,28.06
4986,Burkina Faso,Soybeans,1993,14628,748.0,17.0,28.58
4994,Burkina Faso,Soybeans,1994,9595,748.0,6.0,28.0
5002,Burkina Faso,Soybeans,1995,27319,748.0,3.04,28.46
5010,Burkina Faso,Soybeans,1996,10710,748.0,39.16,28.74
5018,Burkina Faso,Soybeans,1997,9514,748.0,75.29,28.52
5026,Burkina Faso,Soybeans,1998,10308,748.0,111.41,28.95
5034,Burkina Faso,Soybeans,1999,13310,748.0,93.43,28.45
5042,Burkina Faso,Soybeans,2000,8519,748.0,75.44,28.6
5050,Burkina Faso,Soybeans,2001,13053,748.0,57.46,28.77
5058,Burkina Faso,Soybeans,2002,11119,748.0,39.47,28.97
5066,Burkina Faso,Soybeans,2004,11545,748.0,1.28,28.9
5074,Burkina Faso,Soybeans,2005,17025,748.0,92.21,29.18
5082,Burkina Faso,Soybeans,2006,11421,748.0,109.24,28.92
5090,Burkina Faso,Soybeans,2007,11250,748.0,292.05,28.96
5098,Burkina Faso,Soybeans,2008,27290,748.0,190.92,28.4
5106,Burkina Faso,Soybeans,2009,14542,748.0,132.3,29.05
5114,Burkina Faso,Soybeans,2010,12562,748.0,442.89,29.17
5122,Burkina Faso,Soybeans,2011,8873,748.0,843.0,29.03
5130,Burkina Faso,Soybeans,2012,10949,748.0,843.0,28.67
5138,Burkina Faso,Soybeans,2013,13512,748.0,843.0,29.41
5146,Burundi,Soybeans,1990,10000,1274.0,92.08,21.15
5155,Burundi,Soybeans,1991,10000,1274.0,92.08,20.97
5164,Burundi,Soybeans,1992,8943,1274.0,92.08,21.31
5173,Burundi,Soybeans,1993,8694,1274.0,96.99,21.17
5182,Burundi,Soybeans,1994,8000,1274.0,84.45,21.25
5191,Burundi,Soybeans,1995,8368,1274.0,144.2,21.55
5200,Burundi,Soybeans,1996,8305,1274.0,207.1,21.18
5209,Burundi,Soybeans,1997,8282,1274.0,117.56,21.51
5218,Burundi,Soybeans,1998,8000,1274.0,107.29,21.56
5227,Burundi,Soybeans,1999,7778,1274.0,150.24,21.01
5236,Burundi,Soybeans,2000,7273,1274.0,109.87,21.32
5245,Burundi,Soybeans,2001,7500,1274.0,72.56,21.24
5254,Burundi,Soybeans,2002,7500,1274.0,98.1,21.45
5263,Burundi,Soybeans,2004,7500,1274.0,508.26,21.71
5272,Burundi,Soybeans,2005,7778,1274.0,304.83,22.29
5281,Burundi,Soybeans,2006,7895,1274.0,190.51,21.83
5290,Burundi,Soybeans,2007,7750,1274.0,412.66,21.28
5299,Burundi,Soybeans,2008,7683,1274.0,456.44,21.29
5308,Burundi,Soybeans,2009,7619,1274.0,177.75,21.42
5317,Burundi,Soybeans,2010,7752,1274.0,264.53,21.75
5326,Burundi,Soybeans,2011,7764,1274.0,75.64,21.23
5335,Burundi,Soybeans,2012,7283,1274.0,98.59,21.44
5344,Burundi,Soybeans,2013,9554,1274.0,956.06,21.53
5354,Cameroon,Soybeans,1990,6000,1604.0,450.01,25.08
5364,Cameroon,Soybeans,1991,6034,1604.0,99.09,24.99
5374,Cameroon,Soybeans,1992,6061,1604.0,1137.56,24.6
5384,Cameroon,Soybeans,1993,6000,1604.0,774.49,24.9
5394,Cameroon,Soybeans,1994,6026,1604.0,411.42,24.93
5404,Cameroon,Soybeans,1995,6203,1604.0,48.35,25.21
5414,Cameroon,Soybeans,1996,6220,1604.0,180.08,25.0
5424,Cameroon,Soybeans,1997,6235,1604.0,630.12,24.98
5434,Cameroon,Soybeans,1998,6250,1604.0,258.02,25.66
5444,Cameroon,Soybeans,1999,6373,1604.0,653.0,24.97
5454,Cameroon,Soybeans,2000,6375,1604.0,545.0,24.88
5464,Cameroon,Soybeans,2001,6193,1604.0,687.0,25.01
5474,Cameroon,Soybeans,2002,5611,1604.0,815.79,25.26
5484,Cameroon,Soybeans,2004,5866,1604.0,849.48,25.42
5494,Cameroon,Soybeans,2005,6131,1604.0,829.59,25.36
5504,Cameroon,Soybeans,2006,6226,1604.0,950.22,25.39
5514,Cameroon,Soybeans,2007,12002,1604.0,918.88,25.49
5524,Cameroon,Soybeans,2008,11999,1604.0,882.13,25.42
5534,Cameroon,Soybeans,2009,8310,1604.0,813.77,25.54
5544,Cameroon,Soybeans,2010,8437,1604.0,1160.63,25.7
5554,Cameroon,Soybeans,2011,8276,1604.0,1372.47,25.25
5564,Cameroon,Soybeans,2012,13980,1604.0,1372.47,25.18
5574,Cameroon,Soybeans,2013,13228,1604.0,1372.47,25.45
5590,Canada,Soybeans,1990,26096,537.0,29568.0,8.2
5591,Canada,Soybeans,1990,26096,537.0,29568.0,9.48
5592,Canada,Soybeans,1990,26096,537.0,29568.0,6.07
5593,Canada,Soybeans,1990,26096,537.0,29568.0,5.57
5594,Canada,Soybeans,1990,26096,537.0,29568.0,7.41
5595,Canada,Soybeans,1990,26096,537.0,29568.0,7.82
5614,Canada,Soybeans,1991,24415,537.0,29477.5,8.13
5615,Canada,Soybeans,1991,24415,537.0,29477.5,9.72
5616,Canada,Soybeans,1991,24415,537.0,29477.5,5.82
5617,Canada,Soybeans,1991,24415,537.0,29477.5,5.46
5618,Canada,Soybeans,1991,24415,537.0,29477.5,7.55
5619,Canada,Soybeans,1991,24415,537.0,29477.5,7.89
5638,Canada,Soybeans,1992,23363,537.0,29387.0,6.25
5639,Canada,Soybeans,1992,23363,537.0,29387.0,8.05
5640,Canada,Soybeans,1992,23363,537.0,29387.0,4.41
5641,Canada,Soybeans,1992,23363,537.0,29387.0,3.69
5642,Canada,Soybeans,1992,23363,537.0,29387.0,5.79
5643,Canada,Soybeans,1992,23363,537.0,29387.0,8.77
5662,Canada,Soybeans,1993,26005,537.0,29296.5,6.48
5663,Canada,Soybeans,1993,26005,537.0,29296.5,8.11
5664,Canada,Soybeans,1993,26005,537.0,29296.5,4.52
5665,Canada,Soybeans,1993,26005,537.0,29296.5,3.96
5666,Canada,Soybeans,1993,26005,537.0,29296.5,5.87
5667,Canada,Soybeans,1993,26005,537.0,29296.5,7.69
5686,Canada,Soybeans,1994,27447,537.0,29206.0,6.52
5687,Canada,Soybeans,1994,27447,537.0,29206.0,8.11
5688,Canada,Soybeans,1994,27447,537.0,29206.0,4.72
5689,Canada,Soybeans,1994,27447,537.0,29206.0,4.06
5690,Canada,Soybeans,1994,27447,537.0,29206.0,5.95
5691,Canada,Soybeans,1994,27447,537.0,29206.0,8.27
5710,Canada,Soybeans,1995,27882,537.0,32223.4,7.19
5711,Canada,Soybeans,1995,27882,537.0,32223.4,8.52
5712,Canada,Soybeans,1995,27882,537.0,32223.4,5.47
5713,Canada,Soybeans,1995,27882,537.0,32223.4,4.81
5714,Canada,Soybeans,1995,27882,537.0,32223.4,6.38
5715,Canada,Soybeans,1995,27882,537.0,32223.4,8.49
5734,Canada,Soybeans,1996,25168,537.0,35240.8,6.88
5735,Canada,Soybeans,1996,25168,537.0,35240.8,7.85
5736,Canada,Soybeans,1996,25168,537.0,35240.8,5.25
5737,Canada,Soybeans,1996,25168,537.0,35240.8,4.66
5738,Canada,Soybeans,1996,25168,537.0,35240.8,5.81
5739,Canada,Soybeans,1996,25168,537.0,35240.8,7.16
5758,Canada,Soybeans,1997,25837,537.0,38258.2,6.72
5759,Canada,Soybeans,1997,25837,537.0,38258.2,8.09
5760,Canada,Soybeans,1997,25837,537.0,38258.2,4.54
5761,Canada,Soybeans,1997,25837,537.0,38258.2,3.99
5762,Canada,Soybeans,1997,25837,537.0,38258.2,6.0
5763,Canada,Soybeans,1997,25837,537.0,38258.2,8.23
5782,Canada,Soybeans,1998,27922,537.0,41275.6,9.01
5783,Canada,Soybeans,1998,27922,537.0,41275.6,10.6
5784,Canada,Soybeans,1998,27922,537.0,41275.6,7.0
5785,Canada,Soybeans,1998,27922,537.0,41275.6,6.68
5786,Canada,Soybeans,1998,27922,537.0,41275.6,8.54
5787,Canada,Soybeans,1998,27922,537.0,41275.6,8.72
5806,Canada,Soybeans,1999,27698,537.0,44293.0,8.29
5807,Canada,Soybeans,1999,27698,537.0,44293.0,9.53
5808,Canada,Soybeans,1999,27698,537.0,44293.0,6.71
5809,Canada,Soybeans,1999,27698,537.0,44293.0,6.02
5810,Canada,Soybeans,1999,27698,537.0,44293.0,7.75
5811,Canada,Soybeans,1999,27698,537.0,44293.0,7.69
5830,Canada,Soybeans,2000,25483,537.0,39667.0,6.93
5831,Canada,Soybeans,2000,25483,537.0,39667.0,8.67
5832,Canada,Soybeans,2000,25483,537.0,39667.0,5.14
5833,Canada,Soybeans,2000,25483,537.0,39667.0,4.61
5834,Canada,Soybeans,2000,25483,537.0,39667.0,6.67
5835,Canada,Soybeans,2000,25483,537.0,39667.0,7.63
5854,Canada,Soybeans,2001,15298,537.0,38456.0,8.47
5855,Canada,Soybeans,2001,15298,537.0,38456.0,9.63
5856,Canada,Soybeans,2001,15298,537.0,38456.0,6.46
5857,Canada,Soybeans,2001,15298,537.0,38456.0,6.01
5858,Canada,Soybeans,2001,15298,537.0,38456.0,7.76
5859,Canada,Soybeans,2001,15298,537.0,38456.0,7.77
5878,Canada,Soybeans,2002,22814,537.0,34226.0,8.18
5879,Canada,Soybeans,2002,22814,537.0,34226.0,9.45
5880,Canada,Soybeans,2002,22814,537.0,34226.0,6.01
5881,Canada,Soybeans,2002,22814,537.0,34226.0,5.47
5882,Canada,Soybeans,2002,22814,537.0,34226.0,7.48
5883,Canada,Soybeans,2002,22814,537.0,34226.0,7.82
5902,Canada,Soybeans,2004,25939,537.0,36138.0,7.02
5903,Canada,Soybeans,2004,25939,537.0,36138.0,8.63
5904,Canada,Soybeans,2004,25939,537.0,36138.0,4.91
5905,Canada,Soybeans,2004,25939,537.0,36138.0,4.46
5906,Canada,Soybeans,2004,25939,537.0,36138.0,6.4
5907,Canada,Soybeans,2004,25939,537.0,36138.0,8.95
5926,Canada,Soybeans,2005,27082,537.0,36363.0,7.89
5927,Canada,Soybeans,2005,27082,537.0,36363.0,9.05
5928,Canada,Soybeans,2005,27082,537.0,36363.0,5.95
5929,Canada,Soybeans,2005,27082,537.0,36363.0,5.53
5930,Canada,Soybeans,2005,27082,537.0,36363.0,7.22
5931,Canada,Soybeans,2005,27082,537.0,36363.0,8.38
5950,Canada,Soybeans,2006,28850,537.0,36572.75,8.66
5951,Canada,Soybeans,2006,28850,537.0,36572.75,9.83
5952,Canada,Soybeans,2006,28850,537.0,36572.75,6.95
5953,Canada,Soybeans,2006,28850,537.0,36572.75,6.3
5954,Canada,Soybeans,2006,28850,537.0,36572.75,7.85
5955,Canada,Soybeans,2006,28850,537.0,36572.75,8.31
5974,Canada,Soybeans,2007,23010,537.0,45140.03,7.42
5975,Canada,Soybeans,2007,23010,537.0,45140.03,9.14
5976,Canada,Soybeans,2007,23010,537.0,45140.03,5.25
5977,Canada,Soybeans,2007,23010,537.0,45140.03,4.96
5978,Canada,Soybeans,2007,23010,537.0,45140.03,7.07
5979,Canada,Soybeans,2007,23010,537.0,45140.03,7.72
5998,Canada,Soybeans,2008,27906,537.0,53707.3,7.5
5999,Canada,Soybeans,2008,27906,537.0,53707.3,8.61
6000,Canada,Soybeans,2008,27906,537.0,53707.3,5.62
6001,Canada,Soybeans,2008,27906,537.0,53707.3,5.01
6002,Canada,Soybeans,2008,27906,537.0,53707.3,6.58
6003,Canada,Soybeans,2008,27906,537.0,53707.3,7.3
6022,Canada,Soybeans,2009,25371,537.0,54529.4,7.12
6023,Canada,Soybeans,2009,25371,537.0,54529.4,8.38
6024,Canada,Soybeans,2009,25371,537.0,54529.4,5.27
6025,Canada,Soybeans,2009,25371,537.0,54529.4,4.71
6026,Canada,Soybeans,2009,25371,537.0,54529.4,6.28
6027,Canada,Soybeans,2009,25371,537.0,54529.4,7.8
6046,Canada,Soybeans,2010,29515,537.0,61050.0,8.64
6047,Canada,Soybeans,2010,29515,537.0,61050.0,9.47
6048,Canada,Soybeans,2010,29515,537.0,61050.0,7.11
6049,Canada,Soybeans,2010,29515,537.0,61050.0,6.73
6050,Canada,Soybeans,2010,29515,537.0,61050.0,7.77
6051,Canada,Soybeans,2010,29515,537.0,61050.0,8.33
6070,Canada,Soybeans,2011,28738,537.0,62107.2,8.34
6071,Canada,Soybeans,2011,28738,537.0,62107.2,9.32
6072,Canada,Soybeans,2011,28738,537.0,62107.2,6.52
6073,Canada,Soybeans,2011,28738,537.0,62107.2,6.14
6074,Canada,Soybeans,2011,28738,537.0,62107.2,7.3
6075,Canada,Soybeans,2011,28738,537.0,62107.2,7.21
6094,Canada,Soybeans,2012,30294,537.0,73508.9,9.24
6095,Canada,Soybeans,2012,30294,537.0,73508.9,10.51
6096,Canada,Soybeans,2012,30294,537.0,73508.9,7.09
6097,Canada,Soybeans,2012,30294,537.0,73508.9,6.59
6098,Canada,Soybeans,2012,30294,537.0,73508.9,8.66
6099,Canada,Soybeans,2012,30294,537.0,73508.9,7.85
6118,Canada,Soybeans,2013,28810,537.0,81659.8,9.19
6119,Canada,Soybeans,2013,28810,537.0,81659.8,10.11
6120,Canada,Soybeans,2013,28810,537.0,81659.8,7.86
6121,Canada,Soybeans,2013,28810,537.0,81659.8,7.08
6122,Canada,Soybeans,2013,28810,537.0,81659.8,8.46
6123,Canada,Soybeans,2013,28810,537.0,81659.8,9.85
6533,Colombia,Soybeans,1990,19986,3240.0,18058.29,27.22
6534,Colombia,Soybeans,1990,19986,3240.0,18058.29,22.4
6551,Colombia,Soybeans,1991,19244,3240.0,16817.0,27.3
6552,Colombia,Soybeans,1991,19244,3240.0,16817.0,22.53
6569,Colombia,Soybeans,1992,19451,3240.0,15305.94,27.38
6570,Colombia,Soybeans,1992,19451,3240.0,15305.94,22.67
6587,Colombia,Soybeans,1993,21363,3240.0,14961.81,27.42
6588,Colombia,Soybeans,1993,21363,3240.0,14961.81,22.29
6605,Colombia,Soybeans,1994,19323,3240.0,17051.34,27.17
6606,Colombia,Soybeans,1994,19323,3240.0,17051.34,22.33
6623,Colombia,Soybeans,1995,21075,3240.0,20156.23,27.3
6624,Colombia,Soybeans,1995,21075,3240.0,20156.23,22.27
6641,Colombia,Soybeans,1996,21395,3240.0,18131.0,27.12
6642,Colombia,Soybeans,1996,21395,3240.0,18131.0,22.07
6659,Colombia,Soybeans,1997,20780,3240.0,16005.0,27.54
6660,Colombia,Soybeans,1997,20780,3240.0,16005.0,22.9
6677,Colombia,Soybeans,1998,21197,3240.0,60687.0,27.67
6678,Colombia,Soybeans,1998,21197,3240.0,60687.0,23.07
6695,Colombia,Soybeans,1999,20361,3240.0,66088.0,26.77
6696,Colombia,Soybeans,1999,20361,3240.0,66088.0,21.83
6713,Colombia,Soybeans,2000,22493,3240.0,75843.0,26.98
6714,Colombia,Soybeans,2000,22493,3240.0,75843.0,22.01
6731,Colombia,Soybeans,2001,26594,3240.0,85515.3,27.28
6732,Colombia,Soybeans,2001,26594,3240.0,85515.3,22.5
6749,Colombia,Soybeans,2002,23600,3240.0,84023.26,27.77
6750,Colombia,Soybeans,2002,23600,3240.0,84023.26,22.73
6767,Colombia,Soybeans,2004,16169,3240.0,105514.19,27.3
6768,Colombia,Soybeans,2004,16169,3240.0,105514.19,22.63
6785,Colombia,Soybeans,2005,20000,3240.0,117881.45,27.56
6786,Colombia,Soybeans,2005,20000,3240.0,117881.45,22.69
6803,Colombia,Soybeans,2006,20000,3240.0,98328.63,27.51
6804,Colombia,Soybeans,2006,20000,3240.0,98328.63,22.6
6821,Colombia,Soybeans,2007,20000,3240.0,82439.06,27.45
6822,Colombia,Soybeans,2007,20000,3240.0,82439.06,22.48
6839,Colombia,Soybeans,2008,21574,3240.0,48538.97,27.16
6840,Colombia,Soybeans,2008,21574,3240.0,48538.97,22.07
6857,Colombia,Soybeans,2009,22000,3240.0,51435.13,27.68
6858,Colombia,Soybeans,2009,22000,3240.0,51435.13,22.87
6875,Colombia,Soybeans,2010,17152,3240.0,48618.46,27.54
6876,Colombia,Soybeans,2010,17152,3240.0,48618.46,22.68
6893,Colombia,Soybeans,2011,21766,3240.0,53797.0,27.18
6894,Colombia,Soybeans,2011,21766,3240.0,53797.0,22.33
6911,Colombia,Soybeans,2012,26639,3240.0,48727.73,27.56
6912,Colombia,Soybeans,2012,26639,3240.0,48727.73,22.58
6929,Colombia,Soybeans,2013,27250,3240.0,54563.38,27.6
6930,Colombia,Soybeans,2013,27250,3240.0,54563.38,22.85
6938,Croatia,Soybeans,1992,17593,1113.0,2304.0,10.78
6943,Croatia,Soybeans,1993,23084,1113.0,2675.33,10.19
6948,Croatia,Soybeans,1994,21594,1113.0,3046.67,11.33
6953,Croatia,Soybeans,1995,22852,1113.0,3418.0,10.14
6958,Croatia,Soybeans,1996,21857,1113.0,3148.0,9.24
6963,Croatia,Soybeans,1997,24622,1113.0,3026.25,10.18
6968,Croatia,Soybeans,1998,22772,1113.0,2904.5,10.42
6973,Croatia,Soybeans,1999,25003,1113.0,2782.75,10.51
6978,Croatia,Soybeans,2000,13752,1113.0,2661.0,11.45
6983,Croatia,Soybeans,2001,22066,1113.0,2539.25,10.74
6988,Croatia,Soybeans,2002,27031,1113.0,2417.5,11.18
6993,Croatia,Soybeans,2004,21545,1113.0,2174.0,10.06
6998,Croatia,Soybeans,2005,24808,1113.0,2053.0,9.62
7003,Croatia,Soybeans,2006,27737,1113.0,2150.0,10.56
7008,Croatia,Soybeans,2007,19489,1113.0,2015.0,11.31
7013,Croatia,Soybeans,2008,30053,1113.0,2388.0,11.09
7018,Croatia,Soybeans,2009,26000,1113.0,2070.0,11.06
7023,Croatia,Soybeans,2010,27203,1113.0,1540.0,10.0
7028,Croatia,Soybeans,2011,25005,1113.0,1638.74,11.02
7033,Croatia,Soybeans,2012,17875,1113.0,1737.47,11.12
7038,Croatia,Soybeans,2013,23606,1113.0,1836.21,11.58
7476,Ecuador,Soybeans,1990,19873,2274.0,2537.0,21.82
7477,Ecuador,Soybeans,1990,19873,2274.0,2537.0,17.6
7478,Ecuador,Soybeans,1990,19873,2274.0,2537.0,22.12
7503,Ecuador,Soybeans,1991,16598,2274.0,2377.0,21.91
7504,Ecuador,Soybeans,1991,16598,2274.0,2377.0,17.59
7505,Ecuador,Soybeans,1991,16598,2274.0,2377.0,22.18
7530,Ecuador,Soybeans,1992,16420,2274.0,2012.0,21.94
